kingdom	phylum	class	order_	family	v_kingdom	v_phylum	v_class	v_order	v_family	v_genus	kingdomkey	phylumkey	orderkey	classkey	familykey	scientificname	v_scientificname	publisher_rank	taxonrank	occ_count	n_dataset	n_publisher	datasetkeys
Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae					Marantaceae	ischnosiphon	6	7707728	627	196	8784	Marantaceae	Marantaceae ischnosiphon leucophaeus	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	aciotis	6	7707728	690	220	6683	Melastomataceae	Melastomataceae aciotis indecora (bonpl.)triana	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae					Cyperaceae	schoenoplectus	6	7707728	1369	196	7708	Cyperaceae	Cyperaceae schoenoplectus riparius palla	SPECIES	FAMILY	13	1	1	ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Rosales	Ulmaceae					Ulmaceae	planera	6	7707728	691	220	2382	Ulmaceae	Ulmaceae planera aquatica J.F.Gmel.	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae					Cyperaceae	mariscus	6	7707728	1369	196	7708	Cyperaceae	Cyperaceae mariscus flavus	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Ericales	Sapotaceae					Sapotaceae	pouteria	6	7707728	1353	220	8802	Sapotaceae	Sapotaceae pouteria laevigata	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Polygonaceae					Polygonaceae	ruprechtia	6	7707728	422	220	2416	Polygonaceae	Polygonaceae ruprechtia laxiflora meissn.	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. caesalpinioideae (mimosoide)	Calliandra	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. caesalpinioideae (mimosoide) Calliandra houstoniana (Mill.) Standl.	SPECIES	FAMILY	13	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae					Guttiferae	Kielmeyera	6	7707728	1414	220	4900406	Guttiferae	Guttiferae Kielmeyera petiolaris Mart. & Zucc.	SPECIES	FAMILY	13	2	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b;ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	abutilon	6	7707728	941	220	6685	Malvaceae	Malvaceae abutilon vexillarium e. morr.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Tectariaceae					Tectariaceae	tectaria	6	7707728	392	7228684	3229460	Tectariaceae	Tectariaceae tectaria martinicensis	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Polygalaceae					Polygalaceae	polygala	6	7707728	1370	220	2417	Polygalaceae	Polygalaceae polygala resedoides A.St.-Hil. & Moq.	SPECIES	FAMILY	13	2	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	ocotea	6	7707728	407	220	6688	Lauraceae	Lauraceae ocotea adamantina p.l.r.moraes & van der werff	SPECIES	FAMILY	13	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae					Annonaceae	guatteria	6	7707728	718	220	9291	Annonaceae	Annonaceae guatteria pohliana schltdl	SPECIES	FAMILY	13	1	1	5f8fb639-d208-4e1e-b40d-350df9e36cad
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Sapindaceae					Sapindaceae	cupania	6	7707728	933	220	6657	Sapindaceae	Sapindaceae cupania ludowigii	SPECIES	FAMILY	13	3	1	c71c8000-9fc7-422c-804a-ce6abe751771;02cb399f-3283-49fa-bce0-627c7f83083f;3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae					Bromeliaceae	tillandsia	6	7707728	1369	196	3740	Bromeliaceae	Bromeliaceae tillandsia loliacea mart. ex schult. | schult. f.	SPECIES	FAMILY	13	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	ocotea	6	7707728	407	220	6688	Lauraceae	Lauraceae ocotea duartei vattimo	SPECIES	FAMILY	13	3	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427;c755bc4d-35da-4bf5-8026-53324410b17e;ba06a193-82fc-425b-a7e5-f3df809fe378
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	baccharis	6	7707728	414	220	3065	Asteraceae	Asteraceae baccharis pentziaefolia sch. bip. ex baker in mart.	SPECIES	FAMILY	13	1	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	piptocarpha	6	7707728	414	220	3065	Asteraceae	Asteraceae piptocarpha notata	SPECIES	FAMILY	13	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Chypholoba	1	54	1470	216	3792	Carabidae	Chypholoba bihamata	SPECIES	FAMILY	12	1	1	e3a63db5-e90f-4205-bafe-60f5d8fd28a5
Plantae					Plantae		Algae		Algae	Calothrix	6					Plantae	Calothrix contarenii (Zanardini) Bornet & Flahault	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	nectandra	6	7707728	407	220	6688	Lauraceae	Lauraceae nectandra membranacea (sw.)gris.	SPECIES	FAMILY	12	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Animalia					Animalia				desmidiaceae		1					Animalia	Cosmarium jemtlandicum	SPECIES	KINGDOM	12	1	1	8a863029-f435-446a-821e-275f4f641165
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	glaziovia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae glaziovia bauhinioides Bureau ex Baill.	SPECIES	FAMILY	12	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;9118eee0-42d2-4a27-9ae0-78d49d163a5b;6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Chlorophyta	Ulvophyceae	Ulvales	Ulvaceae					Ulvaceae	ulva	6	36	641	195	9013	Ulvaceae	Ulvaceae ulva lactuca linnaeus	SPECIES	FAMILY	12	1	1	c755bc4d-35da-4bf5-8026-53324410b17e
Animalia	Arthropoda		Trombidiformes	Microtrombidiidae					Microtrombidiidae	Microtrombidium	1	54	543		2814	Microtrombidiidae	Microtrombidium russicum Oudemans, 1906	SPECIES	FAMILY	12	1	1	b4aad9c3-518b-4550-82de-c70a7ead1b64
Plantae					Plantae		Algae		Algae	Gigartina	6					Plantae	Gigartina bracteata (S.G.Gmel.) Setch. & Gardner	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Animalia	Mollusca	Gastropoda	Stylommatophora	Punctidae				Stylommatophora	Punctidae	Hyalolaoma	1	52	1456	225	9428	Punctidae	Hyalolaoma glabriusculus Pfeiffer, 1853	SPECIES	FAMILY	12	1	1	e2980e63-d152-4219-8c1e-0ffdef3ea6aa
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	leptochloa	6	7707728	1369	196	3073	Poaceae	Poaceae leptochloa uninervia (c.presl) hitchc. & chase	SPECIES	FAMILY	12	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae					Acanthaceae	justicia	6	7707728	408	220	2393	Acanthaceae	Acanthaceae justicia glomerata nees	SPECIES	FAMILY	12	4	1	c71c8000-9fc7-422c-804a-ce6abe751771;f5d836d5-cb15-4178-8f57-68ef1d6551e9;6cb1a437-f8a6-4bdc-a534-87cf2b710427;a185d0c4-1a12-45c1-a729-2a7b058b528d
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Bryoria	5					Fungi	Bryoria chalybeiformis	SPECIES	KINGDOM	12	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae					Bromeliaceae	alcantarea	6	7707728	1369	196	3740	Bromeliaceae	Bromeliaceae alcantarea extensa (l.b.smith) j.r.grant	SPECIES	FAMILY	12	1	1	143fd714-b939-4cf7-a078-acdde353a914
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	coronilla	6	7707728	1370	220	5386	Fabaceae	Fabaceae coronilla juncea l.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Animalia	Arthropoda		Opiliones	Phalangodidae					Phalangodidae	Ibalonius	1	54	907		2156	Phalangodidae	Ibalonius impudens Loman.	SPECIES	FAMILY	12	1	1	b4aad9c3-518b-4550-82de-c70a7ead1b64
Plantae				Pteridophyta					Pteridophyta	Anemia	6				6027660	Pteridophyta	Pteridophyta Anemia elegans (Gardner) C.Presl	SPECIES	FAMILY	12	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	eragrostis	6	7707728	1369	196	3073	Poaceae	Poaceae eragrostis cilianensis (l.) link	SPECIES	FAMILY	12	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					fabaceae faboideae	Pterocarpus	6	7707728	1370	220	5386	Fabaceae	fabaceae faboideae Pterocarpus rohrii Vahl	SPECIES	FAMILY	12	1	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c
Plantae	Tracheophyta	Liliopsida	Commelinales	Commelinaceae					Commelinaceae	dichorisandra	6	7707728	553	196	2763195	Commelinaceae	Commelinaceae dichorisandra procera mart. ex schult. & schult.f.	SPECIES	FAMILY	12	2	1	880f942a-d574-46e7-b781-2a101a922d2e;6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	acianthera	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae acianthera aphthosa (lindl.) pridgeon & m.w. chase	SPECIES	FAMILY	12	4	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;4bda7e86-c7c0-440e-bed4-bde6c52a28c2;7fde5656-64fd-4442-ae89-60becebc29a6
Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae					Valerianaceae	valeriana	6	7707728	946	220	6710	Valerianaceae	Valerianaceae valeriana catharinensis graebner	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae					Chrysobalanaceae	couepia	6	7707728	1414	220	9111	Chrysobalanaceae	Chrysobalanaceae couepia ovalifolia (schott)benth.	SPECIES	FAMILY	12	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	digitaria	6	7707728	1369	196	3073	Poaceae	Poaceae digitaria pentzii stent	SPECIES	FAMILY	12	1	1	9e54731f-ca52-4389-95cb-e4feedc7593e
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	eremanthus	6	7707728	414	220	3065	Asteraceae	Asteraceae eremanthus pohlii (baker)macleish	SPECIES	FAMILY	12	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	hieracium	6	7707728	414	220	3065	Asteraceae	Asteraceae hieracium mosenii malme	SPECIES	FAMILY	12	2	1	f68d90e0-46dd-4ac4-acac-ade9d2645886;fc57589d-4b5b-4457-bb29-19b66d877bb5
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	phryganocydia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae phryganocydia corymbosa (vent.) bur. & schum.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Animalia	Nematoda	Secernentea	Spirurida	Onchocercidae					Onchocercidae	Loxodontofilaria	1	5967481	973	250	2715	Onchocercidae	Loxodontofilaria caprini	SPECIES	FAMILY	12	1	1	ad43e954-dd79-4986-ae34-9ccdbd8bf568
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	baccharis	6	7707728	414	220	3065	Asteraceae	Asteraceae baccharis concinna g.m. barroso	SPECIES	FAMILY	12	4	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;3cb7fc60-aa95-4556-b987-b7f6f593b9a1;4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Metteniusales	Metteniusaceae					metteniusaceae	emmotum	6	7707728	7561687	220	4898632	Metteniusaceae	metteniusaceae emmotum acuminatum (benth.) cowan	SPECIES	FAMILY	12	2	1	803eb96c-4779-41e3-a511-fd124732774f;af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae					Eriocaulaceae	syngonanthus	6	7707728	1369	196	3741	Eriocaulaceae	Eriocaulaceae syngonanthus elegans (bong.) ruhl.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	deguelia	6	7707728	1370	220	5386	Fabaceae	Fabaceae deguelia densiflora (benth.) a.m.g. azevedo ex m.sousa	SPECIES	FAMILY	12	2	1	803eb96c-4779-41e3-a511-fd124732774f;af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae					Euphorbiaceae	croton	6	7707728	1414	220	4691	Euphorbiaceae	Euphorbiaceae croton verbenifolius muell. arg.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	eupatorium	6	7707728	414	220	3065	Asteraceae	Asteraceae eupatorium pumilum (Gardner) B.L.Rob.	SPECIES	FAMILY	12	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Lindsaeaceae					Lindsaeaceae	lindsaea	6	7707728	392	7228684	3229266	Lindsaeaceae	Lindsaeaceae lindsaea stricta	SPECIES	FAMILY	12	2	1	a185d0c4-1a12-45c1-a729-2a7b058b528d;bcf92a29-8c8d-4938-aa53-554ee99116ac
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	palicourea	6	7707728	412	220	8798	Rubiaceae	Rubiaceae palicourea veterinariorum kirkbr.	SPECIES	FAMILY	12	1	1	ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Plantae				Guttiferae	Guttiferae	6	7707728	1414	220	4900406	Guttiferae	Guttiferae myricariifolium Hieron.	SPECIES	FAMILY	12	1	1	834c9918-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Passifloraceae					Passifloraceae	passiflora	6	7707728	1414	220	2378	Passifloraceae	Passifloraceae passiflora transversalis milward de azevedo	SPECIES	FAMILY	12	1	1	4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae					Chrysobalanaceae	hirtella	6	7707728	1414	220	9111	Chrysobalanaceae	Chrysobalanaceae hirtella excelsa standl.	SPECIES	FAMILY	12	2	1	803eb96c-4779-41e3-a511-fd124732774f;af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Marchantiophyta	Jungermanniopsida	Jungermanniales	Plagiochilaceae					Plagiochilaceae	plagiochila	6	9	381	126	2278	Plagiochilaceae	Plagiochilaceae plagiochila corrugata plagiochila corrugata (nees) nees & mont.	SPECIES	FAMILY	12	1	1	a1d395f9-075e-4a41-9782-ad5dc56bcece
Plantae	Tracheophyta	Liliopsida	Poales	Eriocaulaceae					Eriocaulaceae	actinocephalus	6	7707728	1369	196	3741	Eriocaulaceae	Eriocaulaceae actinocephalus phaeocephalus (ruhland) costa	SPECIES	FAMILY	12	1	1	14ef7ae8-1bab-4af7-915c-7c146b117c91
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Trigoniaceae					Trigoniaceae	trigonia	6	7707728	1414	220	3231355	Trigoniaceae	Trigoniaceae trigonia panamensis standl.	SPECIES	FAMILY	12	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Santalales	Loranthaceae					Loranthaceae	phthirusa	6	7707728	934	220	6663	Loranthaceae	Loranthaceae phthirusa ovata eichler	SPECIES	FAMILY	12	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Fungi	Basidiomycota	Agaricomycetes	Polyporales	Polyporaceae					Polyporaceae	hexagonia	5	34	1145	186	3286	Polyporaceae	Polyporaceae hexagonia glabra lév.	SPECIES	FAMILY	12	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae					Plantae		Algae		Algae	Phormidium	6					Plantae	Phormidium crosbyanum Tilden	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae					Plantae		Algae		Algae	Phormidium	6					Plantae	Phormidium inundatum Kütz. ex Gomont	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. detarioideae	Guibourtia	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. detarioideae Guibourtia hymenaeifolia (Moric.) J.Léonard	SPECIES	FAMILY	12	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae				Pteridophyta					Pteridophyta	selaginella	6				6027660	Pteridophyta	Pteridophyta selaginella convoluta Arn.	SPECIES	FAMILY	12	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Brassicales	Brassicaceae					Brassicaceae	lepidium	6	7707728	7225535	220	3112	Brassicaceae	Brassicaceae lepidium densiflorum schrad.	SPECIES	FAMILY	12	2	1	5c9a924c-8d45-4452-8604-415a118578aa;e6694e54-1cd6-4527-a26e-387518ea550a
Plantae	Chlorophyta	Chlorophyceae			Plantae		Chlorophyceae		Chlorophyceae inc. sed.	Bryopsis	6	36		329		Chlorophyceae	Bryopsis setacea J.V.Lamour.	SPECIES	CLASS	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae					Marantaceae	ischnosiphon	6	7707728	627	196	8784	Marantaceae	Marantaceae ischnosiphon puberulus	SPECIES	FAMILY	12	3	1	02cb399f-3283-49fa-bce0-627c7f83083f;3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	crotalaria	6	7707728	1370	220	5386	Fabaceae	Fabaceae crotalaria pallida w.t.aiton	SPECIES	FAMILY	12	1	1	9e54731f-ca52-4389-95cb-e4feedc7593e
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	dimorphandra	6	7707728	1370	220	5386	Fabaceae	Fabaceae dimorphandra gardneriana aubl.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	neptunia	6	7707728	1370	220	5386	Fabaceae	Fabaceae neptunia plena (l.)benth.	SPECIES	FAMILY	12	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	pleurothallis	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae pleurothallis ruscifolia (jacq.) r. br.	SPECIES	FAMILY	12	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;f68d90e0-46dd-4ac4-acac-ade9d2645886
Plantae	Tracheophyta	Magnoliopsida	Oxalidales	Connaraceae					Connaraceae	rourea	6	7707728	7224021	220	6669	Connaraceae	Connaraceae rourea camptoneura	SPECIES	FAMILY	12	1	1	803eb96c-4779-41e3-a511-fd124732774f
Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Coleosporiaceae	Rossmanomyces	5	34	1126	270	7589	Coleosporiaceae	Rossmanomyces pyrolae	SPECIES	FAMILY	12	1	1	50c9509d-22c7-4a22-a47d-8c48425ef4a7
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Amaranthaceae					Amaranthaceae	alternanthera	6	7707728	422	220	3064	Amaranthaceae	Amaranthaceae alternanthera ficoidea (l.) roem. & schult.	SPECIES	FAMILY	12	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Cladonia	5					Fungi	Cladonia pocillum	SPECIES	KINGDOM	12	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae					Plantae		Algae		Algae	Phormidium	6					Plantae	Phormidium incrustatum (Nägeli) Gomont	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					fabaceae faboideae	Stylosanthes	6	7707728	1370	220	5386	Fabaceae	fabaceae faboideae Stylosanthes guianensis (Aubl.) Sw.	SPECIES	FAMILY	12	1	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c
Plantae	Tracheophyta	Liliopsida	Arecales	Arecaceae	Plantae				Palmae	Palmae	6	7707728	552	196	7681	Palmae	Palmae mapora H.Karst.	SPECIES	FAMILY	12	1	1	834c9918-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae					Apiaceae	apium	6	7707728	1351	220	6720	Apiaceae	Apiaceae apium ammi (l.) urb.	SPECIES	FAMILY	12	1	1	cde44dc3-3b14-49d9-840b-5073d5284e9e
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae					Malpighiaceae	bunchosia	6	7707728	1414	220	6676	Malpighiaceae	Malpighiaceae bunchosia lanceolata turcz.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Animalia	Chordata	Aves	Passeriformes	Phylloscopidae	Animalia	Chordata	Aves	Passeriformes	Phylloscopidae	Abrornis	1	44	729	212	6100963	Phylloscopidae	Abrornis subviridis	SPECIES	FAMILY	12	1	1	be5507b9-7abf-4b69-afe1-5ca2b7561734
Plantae					Plantae		Algae		Algae	Hymenena	6					Plantae	Hymenena venosa (L.) C.Krauss	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Caryophyllales	Cactaceae					Cactaceae	pereskia	6	7707728	422	220	2519	Cactaceae	Cactaceae pereskia grandifolia hawarth	SPECIES	FAMILY	12	1	1	143fd714-b939-4cf7-a078-acdde353a914
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					fabaceae caesalpinioideae	Senna	6	7707728	1370	220	5386	Fabaceae	fabaceae caesalpinioideae Senna pendula (Humb. & Bonpl. ex Willd.) H.S.Irwin & Barneby	SPECIES	FAMILY	12	1	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae					Euphorbiaceae	manihot	6	7707728	1414	220	4691	Euphorbiaceae	Euphorbiaceae manihot inflexa m.mend. & t.b.cavalc.	SPECIES	FAMILY	12	1	1	9e54731f-ca52-4389-95cb-e4feedc7593e
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	marlierea	6	7707728	690	220	5014	Myrtaceae	Myrtaceae marlierea lituatinervia (o.berg.) mcvaugh	SPECIES	FAMILY	12	2	1	9e54731f-ca52-4389-95cb-e4feedc7593e;ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	pterocaulon	6	7707728	414	220	3065	Asteraceae	Asteraceae pterocaulon lanatum o. kuntze	SPECIES	FAMILY	12	3	1	5c9a924c-8d45-4452-8604-415a118578aa;b4a9aba3-9d66-4bdd-8e4b-ab42b11e69fd;8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Grammitidaceae	lellingeria	6	7707728	392	7228684	2368	Grammitidaceae	Grammitidaceae lellingeria brevistipes (mett. ex kuhn) a.r. smith & moran	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae					Plantae		Algae		Algae	Conferva	6					Plantae	Conferva martialis V.Hanstein	SPECIES	KINGDOM	12	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	vernonia	6	7707728	414	220	3065	Asteraceae	Asteraceae vernonia discolor Less.	SPECIES	FAMILY	12	6	1	803eb96c-4779-41e3-a511-fd124732774f;02cb399f-3283-49fa-bce0-627c7f83083f;25d9c44f-9a42-4292-85ca-c4118198d76c;fc43f13c-7106-4dfb-a7b7-98b6a1fdd3d2;9118eee0-42d2-4a27-9ae0-78d49d163a5b;ebed4456-76d2-408c-8467-fd66be066521
Plantae				Pteridophyta					Pteridophyta	telmatoblechnum	6				6027660	Pteridophyta	Pteridophyta telmatoblechnum serrulatum (Rich.) Perrie, D.J.Ohlsen & Brownsey	SPECIES	FAMILY	12	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	mimosa	6	7707728	1370	220	5386	Fabaceae	Fabaceae mimosa acutistipula (mart.)benth.	SPECIES	FAMILY	12	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Chrysobalanaceae					Chrysobalanaceae	gaulettia	6	7707728	1414	220	9111	Chrysobalanaceae	Chrysobalanaceae gaulettia canomensis (mart.) c.a.sothers & prance	SPECIES	FAMILY	12	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Lythraceae					Lythraceae	cuphea	6	7707728	690	220	6684	Lythraceae	Lythraceae cuphea diosmifolia st. hil.	SPECIES	FAMILY	12	1	1	5c9a924c-8d45-4452-8604-415a118578aa
