kingdom	phylum	class	order_	family	v_kingdom	v_phylum	v_class	v_order	v_family	v_genus	kingdomkey	phylumkey	orderkey	classkey	familykey	scientificname	v_scientificname	publisher_rank	taxonrank	occ_count	n_dataset	n_publisher	datasetkeys
Plantae				Pteridophyta					Pteridophyta	Anemia	6				6027660	Pteridophyta	Pteridophyta Anemia oblongifolia (Cav.) Sw.	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	trichogonia	6	7707728	414	220	3065	Asteraceae	Asteraceae trichogonia prancii g.m. barroso	SPECIES	FAMILY	13	2	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a;3cb7fc60-aa95-4556-b987-b7f6f593b9a1
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. caesalpinioideae (mimosoide)	Anadenanthera	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. caesalpinioideae (mimosoide) Anadenanthera peregrina (L.) Speg.	SPECIES	FAMILY	13	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Polypodiopsida	Cyatheales	Cyatheaceae					Cyatheaceae	alsophylla	6	7707728	7229402	7228684	6624	Cyatheaceae	Cyatheaceae alsophylla sternbergii (sternb.) conant	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					fabaceae faboideae	Desmodium	6	7707728	1370	220	5386	Fabaceae	fabaceae faboideae Desmodium incanum (Sw.) DC.	SPECIES	FAMILY	13	1	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae					Gesneriaceae	drymonia	6	7707728	408	220	6654	Gesneriaceae	Gesneriaceae drymonia coccinea (aubl.)wiehler	SPECIES	FAMILY	13	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;143fd714-b939-4cf7-a078-acdde353a914
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Euphorbiaceae					Euphorbiaceae	pera	6	7707728	1414	220	4691	Euphorbiaceae	Euphorbiaceae pera heteranthera (schrank) i.m. johnston	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae					Pucciniaceae	puccinia	5	34	1126	270	3251	Pucciniaceae	Pucciniaceae puccinia psidii winter	SPECIES	FAMILY	13	1	1	803eb96c-4779-41e3-a511-fd124732774f
Plantae	Rhodophyta	Florideophyceae	Rhodymeniales	Champiaceae					CHAMPIACEAE	Chrysymenia	6	106	676	342	9034	Champiaceae	Chrysymenia polydactyla Harv.	SPECIES	FAMILY	13	1	1	83ae84cf-88e4-4b5c-80b2-271a15a3e0fc
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Apocynaceae					Apocynaceae	lacmellea	6	7707728	412	220	6701	Apocynaceae	Apocynaceae lacmellea microcarpa (müll.arg.) monach.	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Malvales	Malvaceae					Malvaceae	abutilon	6	7707728	941	220	6685	Malvaceae	Malvaceae abutilon pictum (gillies ex hook.) walp.	SPECIES	FAMILY	13	2	1	5c9a924c-8d45-4452-8604-415a118578aa;cde44dc3-3b14-49d9-840b-5073d5284e9e
Plantae				Pteridophyta					Pteridophyta	Jamesonia	6				6027660	Pteridophyta	Pteridophyta Jamesonia brasiliensis Christ	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	graphistylis	6	7707728	414	220	3065	Asteraceae	Asteraceae graphistylis serrana (zardini) b. nord.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Lamiaceae	nectandra	6	7707728	408	220	2497	Lamiaceae	Lamiaceae nectandra grandiflora nees.	SPECIES	FAMILY	13	1	1	75ffc475-3a0c-456d-b394-314489709e88
Plantae	Tracheophyta	Liliopsida	Asparagales	Orchidaceae					Orchidaceae	acianthera	6	7707728	1169	196	7689	Orchidaceae	Orchidaceae acianthera serpentula (barb. rodr.) f. barros	SPECIES	FAMILY	13	3	1	5c9a924c-8d45-4452-8604-415a118578aa;f68d90e0-46dd-4ac4-acac-ade9d2645886;4bda7e86-c7c0-440e-bed4-bde6c52a28c2
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	coussarea	6	7707728	412	220	8798	Rubiaceae	Rubiaceae coussarea hydrangeaefolia (benth.) benth.& hook.f. ex müll.arg.	SPECIES	FAMILY	13	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Lamiaceae					Lamiaceae	oocephalus	6	7707728	408	220	2497	Lamiaceae	Lamiaceae oocephalus crassifolius (mart. ex benth.) harley & j.f.b. pastore	SPECIES	FAMILY	13	3	1	5c9a924c-8d45-4452-8604-415a118578aa;c0a459c6-2ae7-4890-a1e4-38e24e671269;9e54731f-ca52-4389-95cb-e4feedc7593e
Plantae	Tracheophyta	Magnoliopsida	Magnoliales	Annonaceae					Annonaceae	duguetia	6	7707728	718	220	9291	Annonaceae	Annonaceae duguetia flagelaris huber	SPECIES	FAMILY	13	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Liliopsida	Poales	Xyridaceae					Xyridaceae	xyris	6	7707728	1369	196	8496	Xyridaceae	Xyridaceae xyris dawsonii sm. & downs	SPECIES	FAMILY	13	1	1	14ef7ae8-1bab-4af7-915c-7c146b117c91
Plantae	Tracheophyta	Magnoliopsida	Apiales	Araliaceae					Araliaceae	schefflera	6	7707728	1351	220	8800	Araliaceae	Araliaceae schefflera vinosa (cham. | schltdl.) frodin | fiaschi	SPECIES	FAMILY	13	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					fabaceae mimosoideae	Mimosa	6	7707728	1370	220	5386	Fabaceae	fabaceae mimosoideae Mimosa daleoides Benth.	SPECIES	FAMILY	13	1	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	tabebuia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae tabebuia stans (l.) juss. & kunth	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Animalia	Arthropoda	Insecta	Orthoptera	Tetrigidae	Animalia	Arthropoda	Insecta	Orthoptera	Tetrigidae	Paraselina	1	54	1458	216	3040	Tetrigidae	Paraselina brunneri	SPECIES	FAMILY	13	1	1	50c9509d-22c7-4a22-a47d-8c48425ef4a7
Plantae				Pteridophyta					Pteridophyta	Blechnum	6				6027660	Pteridophyta	Pteridophyta Blechnum brasiliense Desv.	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Liliopsida	Liliales	Alstroemeriaceae					Alstroemeriaceae	alstroemeria	6	7707728	1172	196	7695	Alstroemeriaceae	Alstroemeriaceae alstroemeria plantaginea mart. ex schult. & schult. f.	SPECIES	FAMILY	13	2	1	14ef7ae8-1bab-4af7-915c-7c146b117c91;5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Ericales	Symplocaceae					Symplocaceae	symplocos	6	7707728	1353	220	6708	Symplocaceae	Symplocaceae symplocos lanceolata (mart.) a. dc.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Erythroxylaceae					Erythroxylaceae	erythroxylum	6	7707728	1414	220	6686	Erythroxylaceae	Erythroxylaceae erythroxylum subrotundum st. hil.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	myrciaria	6	7707728	690	220	5014	Myrtaceae	Myrtaceae myrciaria cordifolia legrand	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae					Plantae		Algae		Algae	Hypnea	6					Plantae	Hypnea arbuscula P.J.L.Dang.	SPECIES	KINGDOM	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	eriochrysis	6	7707728	1369	196	3073	Poaceae	Poaceae eriochrysis holcoides (nees) kunth	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Rhodophyta	Rhodophyceae			Plantae		Rhodophyceae		Rhodophyceae inc. sed.	Phyllophora	6	106		8029077		Rhodophyceae	Phyllophora appendiculata Skottsb.	SPECIES	CLASS	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					fabaceae caesalpinioideae	Tachigali	6	7707728	1370	220	5386	Fabaceae	fabaceae caesalpinioideae Tachigali denudata (Vogel) Oliveira-Filho	SPECIES	FAMILY	13	1	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	phryganocydia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae phryganocydia corymbosa (vent.)bur. & k. schum.	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Passifloraceae					Passifloraceae	turnera	6	7707728	1414	220	2378	Passifloraceae	Passifloraceae turnera arenaria	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	nectandra	6	7707728	407	220	6688	Lauraceae	Lauraceae nectandra lanceolata ness & mart.	SPECIES	FAMILY	13	1	1	7fde5656-64fd-4442-ae89-60becebc29a6
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Anacardiaceae					Anacardiaceae	astronium	6	7707728	933	220	2398	Anacardiaceae	Anacardiaceae astronium concinnum Schott ex Spreng.	SPECIES	FAMILY	13	3	1	1aedcdff-24f2-4925-8e55-23eeef236b0d;f5d836d5-cb15-4178-8f57-68ef1d6551e9;9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Liliopsida	Zingiberales	Marantaceae					Marantaceae	maranta	6	7707728	627	196	8784	Marantaceae	Marantaceae maranta furcata nees & mart.	SPECIES	FAMILY	13	2	1	f68d90e0-46dd-4ac4-acac-ade9d2645886;e257fa65-598c-4f11-b03e-dfeba1191db8
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Myrtaceae					Myrtaceae	callistemon	6	7707728	690	220	5014	Myrtaceae	Myrtaceae callistemon viminalis (sol. ex gaertn.) g.don	SPECIES	FAMILY	13	3	1	4012b76b-7f81-4bd9-b887-6fd3e6a5588c;b4a9aba3-9d66-4bdd-8e4b-ab42b11e69fd;c755bc4d-35da-4bf5-8026-53324410b17e
Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae					CERAMIACEAE	Spongoclonium	6	106	665	342	8968	Ceramiaceae	Spongoclonium pastorale Laing	SPECIES	FAMILY	13	1	1	83ae84cf-88e4-4b5c-80b2-271a15a3e0fc
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae					Guttiferae	Garcinia	6	7707728	1414	220	4900406	Guttiferae	Guttiferae Garcinia gardneriana (Planch. & Triana) Zappi	SPECIES	FAMILY	13	2	1	143fd714-b939-4cf7-a078-acdde353a914;ebed4456-76d2-408c-8467-fd66be066521
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	miconia	6	7707728	690	220	6683	Melastomataceae	Melastomataceae miconia centrodesma naud.	SPECIES	FAMILY	13	2	1	c71c8000-9fc7-422c-804a-ce6abe751771;803eb96c-4779-41e3-a511-fd124732774f
Plantae	Tracheophyta	Magnoliopsida	Rosales	Urticaceae					Urticaceae	urera	6	7707728	691	220	6639	Urticaceae	Urticaceae urera nitida Brack	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophoraceae		Chlorophyta	Chlorophyceae	Chaetophorales	Chaetophoraceae	Entocladia	6	36	1347	329	4679	Chaetophoraceae	Entocladia robusta	SPECIES	FAMILY	13	2	2	e4473544-f4cd-4429-b791-39d6e1fdb0a4;5d7f5915-0561-4107-aa20-20a4267c203f
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	acritopappus	6	7707728	414	220	3065	Asteraceae	Asteraceae acritopappus confertus (gardn.)k. & r.	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Asterales	Asteraceae					Asteraceae	gochnatia	6	7707728	414	220	3065	Asteraceae	Asteraceae gochnatia oligocephala (gardn.)cabrera	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	martiodendron	6	7707728	1370	220	5386	Fabaceae	Fabaceae martiodendron parviflorum (amshoff) koeppen	SPECIES	FAMILY	13	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae					Acanthaceae	justicia	6	7707728	408	220	2393	Acanthaceae	Acanthaceae justicia brandegiana smith.	SPECIES	FAMILY	13	1	1	75ffc475-3a0c-456d-b394-314489709e88
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Dennstaedtiaceae	Plantae		Pteropsida	Polypodiales	Dennstaedtiaceae	Lourdesia	6	7707728	392	7228684	6623	Dennstaedtiaceae	Lourdesia elongata (Kuhn) Barcelona & Hickey	SPECIES	FAMILY	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Animalia					Animalia				GONATOZYGACEAE		1					Animalia	Gonatozygon brebissonii	SPECIES	KINGDOM	13	1	1	8a863029-f435-446a-821e-275f4f641165
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	mimosa	6	7707728	1370	220	5386	Fabaceae	Fabaceae mimosa ramboi burk.	SPECIES	FAMILY	13	1	1	53287502-980d-41a8-b9f0-0f3a5bcb6555
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Gesneriaceae					Gesneriaceae	codonanthe	6	7707728	408	220	6654	Gesneriaceae	Gesneriaceae codonanthe gracilis (mart.)hanst.	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae	Plantae				Guttiferae	Guttiferae	6	7707728	1414	220	4900406	Guttiferae	Guttiferae empetrifolium Willd.	SPECIES	FAMILY	13	1	1	834c9918-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Liliopsida	Poales	Bromeliaceae					Bromeliaceae	bromelia	6	7707728	1369	196	3740	Bromeliaceae	Bromeliaceae bromelia laciniosa martius ex schult.f.	SPECIES	FAMILY	13	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Liliopsida	Zingiberales	Zingiberaceae					Zingiberaceae	alpinia	6	7707728	627	196	4687	Zingiberaceae	Zingiberaceae alpinia zerumbet (c.h. pers.) b.l. burtt. & r.m. sm.	SPECIES	FAMILY	13	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					leguminosae subfam. detarioideae	Copaifera	6	7707728	1370	220	5386	Leguminosae	leguminosae subfam. detarioideae Copaifera trapezifolia Hayne	SPECIES	FAMILY	13	1	1	6cb1a437-f8a6-4bdc-a534-87cf2b710427
Plantae					Plantae		Algae		Algae	Melanthalia	6					Plantae	Melanthalia abscissa (Turner) Hook.f. & Harv.	SPECIES	KINGDOM	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae				Pteridophyta					Pteridophyta	Lycopodiella	6				6027660	Pteridophyta	Pteridophyta Lycopodiella cernua (L.) Pic.Serm.	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Tracheophyta	Liliopsida	Alismatales	Alismataceae					Alismataceae	echinodorus	6	7707728	551	196	3720	Alismataceae	Alismataceae echinodorus paniculatus rataj	SPECIES	FAMILY	13	2	1	803eb96c-4779-41e3-a511-fd124732774f;af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	inga	6	7707728	1370	220	5386	Fabaceae	Fabaceae inga subnuda salzm.	SPECIES	FAMILY	13	3	1	c71c8000-9fc7-422c-804a-ce6abe751771;a185d0c4-1a12-45c1-a729-2a7b058b528d;143fd714-b939-4cf7-a078-acdde353a914
Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Animalia	Chordata	Amphibia	Anura	Rhacophoridae	Rohanixalus	1	44	952	131	3096	Rhacophoridae	Rohanixalus vittatus	SPECIES	FAMILY	13	1	1	50c9509d-22c7-4a22-a47d-8c48425ef4a7
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	chusquea	6	7707728	1369	196	3073	Poaceae	Poaceae chusquea oxylepis (hack.)ekman	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Animalia	Mollusca	Gastropoda	Stylommatophora	Punctidae				Stylommatophora	Punctidae	Microalba	1	52	1456	225	9428	Punctidae	Microalba sericata (Suter, 1890)	SPECIES	FAMILY	13	1	1	e2980e63-d152-4219-8c1e-0ffdef3ea6aa
Plantae	Tracheophyta	Lycopodiopsida	Lycopodiales	Lycopodiaceae					Lycopodiaceae	phlegmariurus	6	7707728	421	245	6725	Lycopodiaceae	Lycopodiaceae phlegmariurus quadrifariatus (bory) b. øllg.	SPECIES	FAMILY	13	2	1	5c9a924c-8d45-4452-8604-415a118578aa;75ffc475-3a0c-456d-b394-314489709e88
Plantae	Tracheophyta	Polypodiopsida	Gleicheniales	Gleicheniaceae					Gleicheniaceae	sticherus	6	7707728	7229400	7228684	6621	Gleicheniaceae	Gleicheniaceae sticherus lanuginosus (feé) nakai	SPECIES	FAMILY	13	1	1	339e9de5-ee9a-4718-8837-0bc5b4f933f5
Plantae	Tracheophyta	Polypodiopsida	Polypodiales	Polypodiaceae					Polypodiaceae	serpocaulon	6	7707728	392	7228684	2368	Polypodiaceae	Polypodiaceae serpocaulon latipes (longsd. | fisch.) a.r. sm.	SPECIES	FAMILY	13	1	1	8766db9d-86a9-4db5-81ff-d3632826d5b9
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Rutaceae					Rutaceae	erythrochiton	6	7707728	933	220	2396	Rutaceae	Rutaceae erythrochiton fallax kallunki	SPECIES	FAMILY	13	1	1	f5d836d5-cb15-4178-8f57-68ef1d6551e9
Plantae	Tracheophyta	Magnoliopsida	Cucurbitales	Cucurbitaceae					Cucurbitaceae	cucurbitella	6	7707728	7224005	220	6634	Cucurbitaceae	Cucurbitaceae cucurbitella duriae (naudin) cogn.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	rudgea	6	7707728	412	220	8798	Rubiaceae	Rubiaceae rudgea amazonica müll.arg.	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Sapindales	Burseraceae					Burseraceae	protium	6	7707728	933	220	6659	Burseraceae	Burseraceae protium pilosum	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Dipsacales	Caprifoliaceae					Caprifoliaceae	abelia	6	7707728	946	220	6710	Caprifoliaceae	Caprifoliaceae abelia chinensis r.br.	SPECIES	FAMILY	13	1	1	75ffc475-3a0c-456d-b394-314489709e88
Plantae					Plantae		Algae		Algae	Antithamnion	6					Plantae	Antithamnion americanum (Harv.) Farl.	SPECIES	KINGDOM	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Chlorophyta	Chlorophyceae			Plantae		Chlorophyceae		Chlorophyceae inc. sed.	Codium	6	36		329		Chlorophyceae	Codium elisabethiae O.C.Schmidt	SPECIES	CLASS	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Animalia	Chordata	Aves	Passeriformes	Sylviidae					Sylviidae	Hyliota	1	44	729	212	5285	Sylviidae	Hyliota miolacea	SPECIES	FAMILY	13	1	1	b76c1a65-b912-4ca6-be7e-50eb365f4a32
Plantae	Tracheophyta	Magnoliopsida	Gentianales	Rubiaceae					Rubiaceae	bertiera	6	7707728	412	220	8798	Rubiaceae	Rubiaceae bertiera guianensis aub.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Proteales	Proteaceae					Proteaceae	panopsis	6	7707728	400	220	2414	Proteaceae	Proteaceae panopsis rubescens	SPECIES	FAMILY	13	2	1	3cb7fc60-aa95-4556-b987-b7f6f593b9a1;a185d0c4-1a12-45c1-a729-2a7b058b528d
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Acanthaceae					Acanthaceae	pseuderanthemum	6	7707728	408	220	2393	Acanthaceae	Acanthaceae pseuderanthemum verbenaceum (nees) radlk.	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Animalia	Chordata	Aves	Apodiformes	Apodidae	Animalia	Chordata	Aves	Apodiformes	Apodidae	Collocolia	1	44	1448	212	2993	Apodidae	Collocolia fuciphaga	SPECIES	FAMILY	13	1	1	96c93a1e-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	urochloa	6	7707728	1369	196	3073	Poaceae	Poaceae urochloa decumbens (stapf) webster	SPECIES	FAMILY	13	2	1	02cb399f-3283-49fa-bce0-627c7f83083f;5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	arrabidaea	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae arrabidaea conjugata (vell) mart.	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	ocotea	6	7707728	407	220	6688	Lauraceae	Lauraceae ocotea lancifolia mez	SPECIES	FAMILY	13	2	1	25d9c44f-9a42-4292-85ca-c4118198d76c;267f93fe-9f32-4770-909e-a751a1020957
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Hypericaceae					Guttiferae	Kielmeyera	6	7707728	1414	220	4900406	Guttiferae	Guttiferae Kielmeyera variabilis Mart. & Zucc.	SPECIES	FAMILY	13	2	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b;ebed4456-76d2-408c-8467-fd66be066521
Plantae					Plantae						6					Plantae	Erernia prunastri	SPECIES	KINGDOM	13	1	1	83492a58-f762-11e1-a439-00145eb45e9a
Plantae	Tracheophyta	Magnoliopsida	Laurales	Lauraceae					Lauraceae	endlicheria	6	7707728	407	220	6688	Lauraceae	Lauraceae endlicheria macrophylla	SPECIES	FAMILY	13	2	1	a185d0c4-1a12-45c1-a729-2a7b058b528d;bcf92a29-8c8d-4938-aa53-554ee99116ac
Animalia	Arthropoda		Sarcoptiformes	Winterschmidtiidae	Animalia	Arthropoda von Siebold, 1848	Arachnida Lamarck, 1801	Astigmata G. Canestrini, 1891	Winterschmidtiidae	Congovidia	1	54	542		2835	Winterschmidtiidae	Congovidia benelux Fain & al., 1997	SPECIES	FAMILY	13	1	1	8138eb72-f762-11e1-a439-00145eb45e9a
Fungi					Fungi	Lichens	Lichens	Lichens	Lichens Family Rank	Lecanora	5					Fungi	Lecanora cenisia	SPECIES	KINGDOM	13	1	1	c8d12f8a-7e39-4e2c-92d7-825d590ad15b
Plantae				Alethopteridaceae	Plantae	Spermatophyta	Pteridospermopsida	Medullosales	Alethopteridaceae	Alethopteris sp	6				8724061	Alethopteridaceae	Alethopteris grandini, Brongniart	SPECIES	FAMILY	13	1	1	e083da34-ce15-4a7d-b716-1d98249c3463
Plantae	Tracheophyta	Liliopsida	Poales	Cyperaceae					Cyperaceae	mariscus	6	7707728	1369	196	7708	Cyperaceae	Cyperaceae mariscus tenuis (sw.) c.b.clarke	SPECIES	FAMILY	13	1	1	9118eee0-42d2-4a27-9ae0-78d49d163a5b
Plantae	Rhodophyta	Florideophyceae	Ceramiales	Ceramiaceae	Protoctista				Ceramiaceae	Wrangelia	6	106	665	342	8968	Ceramiaceae	Wrangelia anastomosans	SPECIES	FAMILY	13	1	1	b929f23d-290f-4e85-8f17-764c55b3b284
Plantae	Rhodophyta	Rhodophyceae			Plantae		Rhodophyceae		Rhodophyceae inc. sed.	Gloiopeltis	6	106		8029077		Rhodophyceae	Gloiopeltis cervicornis Suringar	SPECIES	CLASS	13	1	1	15f819bd-6612-4447-854b-14d12ee1022d
Plantae	Tracheophyta	Magnoliopsida	Malpighiales	Malpighiaceae					Malpighiaceae	tetrapteris	6	7707728	1414	220	6676	Malpighiaceae	Malpighiaceae tetrapteris salicifolia nied.	SPECIES	FAMILY	13	1	1	5c9a924c-8d45-4452-8604-415a118578aa
Plantae	Tracheophyta	Liliopsida	Poales	Poaceae					Poaceae	ichnanthus	6	7707728	1369	196	3073	Poaceae	Poaceae ichnanthus nemoralis (schrad. ex a.ruiz & s.) h.rob. & c.	SPECIES	FAMILY	13	1	1	67f33aea-2c4b-475b-b243-91ca1b9dd29a
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	peltophorum	6	7707728	1370	220	5386	Fabaceae	Fabaceae peltophorum dubium taub.	SPECIES	FAMILY	13	1	1	af0ac0ba-b895-47a2-ac64-30517f109c33
Plantae	Tracheophyta	Magnoliopsida	Lamiales	Bignoniaceae					Bignoniaceae	fridericia	6	7707728	408	220	6655	Bignoniaceae	Bignoniaceae fridericia japurensis (dc.) l.g. lohmann	SPECIES	FAMILY	13	1	1	c0a459c6-2ae7-4890-a1e4-38e24e671269
Plantae	Tracheophyta	Magnoliopsida	Myrtales	Melastomataceae					Melastomataceae	leandra	6	7707728	690	220	6683	Melastomataceae	Melastomataceae leandra blanchetiana (triana)cogn.	SPECIES	FAMILY	13	1	1	c71c8000-9fc7-422c-804a-ce6abe751771
Plantae	Tracheophyta	Magnoliopsida	Fabales	Fabaceae					Fabaceae	amphiodon	6	7707728	1370	220	5386	Fabaceae	Fabaceae amphiodon effusus	SPECIES	FAMILY	13	1	1	a185d0c4-1a12-45c1-a729-2a7b058b528d
Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Thaenosoma	1	54	1470	216	7854	Staphylinidae	Thaenosoma evertsi Bernh.	SPECIES	FAMILY	13	1	1	843633a9-07cb-4918-a79f-6061b52c9dfd
